"Target_Symbol"	"Target_ID"	"Target_Name"	"Associated_Disease_Count"	"Tractability_Count"	"sm_approved"	"sm_advancedClinical"	"sm_phase1"	"ab_approved"	"ab_advancedClinical"	"ab_phase1"	"pr_approved"	"pr_advancedClinical"	"pr_phase1"	"oc_approved"	"oc_advancedClinical"	"oc_phase1"	"Subcellular_Location"	"Safety_Liabilities"	"Number_Unique_Drugs"	"Target_in_Pathways"	"num_Approved_Drugs"	"num_Phase3"	"num_Phase2"	"num_Phase1"	"num_Phase4"	"Weighted_Score"
"IL21"	"ENSG00000138684"	"interleukin 21"	293	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Secreted"	0	1	1	0	0	1	0	0	298
"IL12B"	"ENSG00000113302"	"interleukin 12B"	283	3	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	3	1	1	1	1	0	1	295.5
"TOP2B"	"ENSG00000077097"	"DNA topoisomerase II beta"	268	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	9	1	4	0	0	0	4	295
"ATR"	"ENSG00000175054"	"ATR serine/threonine kinase"	277	3	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	4	6	0	0	2	0	0	292
"IFNAR2"	"ENSG00000159110"	"interferon alpha and beta receptor subunit 2"	256	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"[Isoform 1]: Cell membrane"	0	11	2	7	0	0	0	7	292
"PTK2B"	"ENSG00000120899"	"protein tyrosine kinase 2 beta"	282	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	1	0	0	1	1	0	291.5
"NR1H3"	"ENSG00000025434"	"nuclear receptor subfamily 1 group H member 3"	289	5	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	4	3	1	0	0	0	3	0	291.5
"TNFSF13"	"ENSG00000161955"	"TNF superfamily member 13"	286	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Secreted"	0	1	1	0	0	1	0	0	291
"XPO1"	"ENSG00000082898"	"exportin 1"	280	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	1	1	0	0	0	1	289
"LTBR"	"ENSG00000111321"	"lymphotoxin beta receptor"	285	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Membrane"	0	1	1	0	0	0	1	0	288.5
"FCGR1A"	"ENSG00000150337"	"Fc gamma receptor Ia"	275	3	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	0	1	2	0	0	1	0	0	282
"TNFRSF17"	"ENSG00000048462"	"TNF receptor superfamily member 17"	269	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	0	4	1	1	1	2	0	1	281.5
"AURKB"	"ENSG00000178999"	"aurora kinase B"	240	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	1	18	4	0	2	6	1	0	273.5
"MAOA"	"ENSG00000189221"	"monoamine oxidase A"	267	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Mitochondrion outer membrane"	20	12	1	9	0	0	0	9	271
"APEX1"	"ENSG00000100823"	"apurinic/apyrimidinic endodeoxyribonuclease 1"	260	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	1	1	0	0	1	0	0	268
"TNFRSF13C"	"ENSG00000159958"	"TNF receptor superfamily member 13C"	260	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Membrane"	0	1	1	0	0	1	0	0	264
"HDAC8"	"ENSG00000147099"	"histone deacetylase 8"	229	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"Nucleus"	0	10	1	4	3	0	0	4	261.5
"MAPK9"	"ENSG00000050748"	"mitogen-activated protein kinase 9"	250	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	3	1	0	0	3	0	0	260
"CSF2RA"	"ENSG00000198223"	"colony stimulating factor 2 receptor subunit alpha"	247	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"Cell membrane"	0	2	1	1	0	0	0	1	255
"TNFRSF4"	"ENSG00000186827"	"TNF receptor superfamily member 4"	241	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Membrane"	0	5	1	0	0	5	0	0	253
"RPSA"	"ENSG00000168028"	"ribosomal protein SA"	238	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cell membrane"	0	3	2	1	0	2	0	1	252
"CDK5"	"ENSG00000164885"	"cyclin dependent kinase 5"	230	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"[Isoform 1]: Cytoplasm"	0	7	1	0	1	3	2	0	249.5
"PIM1"	"ENSG00000137193"	"Pim-1 proto-oncogene, serine/threonine kinase"	237	5	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"[Isoform 1]: Cytoplasm"	1	3	1	0	0	0	3	0	245.5
"HDAC7"	"ENSG00000061273"	"histone deacetylase 7"	208	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"Nucleus"	0	9	2	4	3	0	0	4	240.5
"RBX1"	"ENSG00000100387"	"ring-box 1"	221	3	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	4	2	3	0	0	0	3	239
"RRM2"	"ENSG00000171848"	"ribonucleotide reductase regulatory subunit M2"	227	2	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	5	1	1	0	0	0	1	238
"TUBA1A"	"ENSG00000167552"	"tubulin alpha 1a"	202	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	19	1	1	4	1	0	1	237
"IL10RB"	"ENSG00000243646"	"interleukin 10 receptor subunit beta"	233	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Membrane"	0	1	1	0	1	0	0	0	236.5
"HSPA8"	"ENSG00000109971"	"heat shock protein family A (Hsp70) member 8"	222	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	2	1	0	2	0	0	0	230
"TUBA4A"	"ENSG00000127824"	"tubulin alpha 4a"	194	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	19	1	1	4	1	0	1	228
"CA1"	"ENSG00000133742"	"carbonic anhydrase 1"	192	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	7	1	6	0	0	0	6	223
"CSF2RB"	"ENSG00000100368"	"colony stimulating factor 2 receptor subunit beta"	217	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Membrane"	0	1	1	0	0	1	0	0	222
"OPRD1"	"ENSG00000116329"	"opioid receptor delta 1"	225	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	32	26	1	9	0	0	0	9	220
"IL5RA"	"ENSG00000091181"	"interleukin 5 receptor subunit alpha"	215	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Membrane"	0	1	1	1	0	0	0	1	220
"TNFSF4"	"ENSG00000117586"	"TNF superfamily member 4"	213	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Membrane"	0	2	1	0	0	2	0	0	219
"PIK3R2"	"ENSG00000105647"	"phosphoinositide-3-kinase regulatory subunit 2"	179	2	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"No data"	0	24	1	0	3	8	0	0	218.5
"DDB1"	"ENSG00000167986"	"damage specific DNA binding protein 1"	199	3	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	4	1	3	0	0	0	3	216
"CD70"	"ENSG00000125726"	"CD70 molecule"	205	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Membrane"	0	3	1	0	0	1	2	0	212
"PSMB10"	"ENSG00000205220"	"proteasome 20S subunit beta 10"	196	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	211
"IL13RA2"	"ENSG00000123496"	"interleukin 13 receptor subunit alpha 2"	207	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Membrane"	0	1	1	0	1	0	0	0	210.5
"PIK3R3"	"ENSG00000117461"	"phosphoinositide-3-kinase regulatory subunit 3"	172	2	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Vesicles"	0	24	1	0	3	6	0	0	209.5
"TNFSF14"	"ENSG00000125735"	"TNF superfamily member 14"	206	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"[Tumor necrosis factor ligand superfamily member 14, membrane form]: Cell membrane"	0	1	1	0	0	1	0	0	209
"PSMB5"	"ENSG00000100804"	"proteasome 20S subunit beta 5"	179	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"Cytoplasm"	0	6	7	4	0	0	0	4	208
"IL3RA"	"ENSG00000185291"	"interleukin 3 receptor subunit alpha"	194	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"Membrane"	0	4	1	1	0	2	1	1	206.5
"RPL22"	"ENSG00000116251"	"ribosomal protein L22"	192	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	206
"BIRC2"	"ENSG00000110330"	"baculoviral IAP repeat containing 2"	196	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	1	0	0	1	0	0	204
"RPS6"	"ENSG00000137154"	"ribosomal protein S6"	189	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	203
"IL13RA1"	"ENSG00000131724"	"interleukin 13 receptor subunit alpha 1"	196	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Membrane"	0	1	1	0	1	0	0	0	199.5
"PTK6"	"ENSG00000101213"	"protein tyrosine kinase 6"	189	4	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	1	1	0	0	0	1	198
"E2F3"	"ENSG00000112242"	"E2F transcription factor 3"	189	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	0	1	2	0	1	0	0	0	193.5
"RPL5"	"ENSG00000122406"	"ribosomal protein L5"	178	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	192
"PARP2"	"ENSG00000129484"	"poly(ADP-ribose) polymerase 2"	155	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	10	1	7	0	0	0	7	192
"IL15RA"	"ENSG00000134470"	"interleukin 15 receptor subunit alpha"	184	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Membrane"	0	1	1	0	0	1	0	0	188
"RPL24"	"ENSG00000114391"	"ribosomal protein L24"	173	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	187
"E2F1"	"ENSG00000101412"	"E2F transcription factor 1"	183	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	1	1	2	0	1	0	0	0	186.5
"IL31RA"	"ENSG00000164509"	"interleukin 31 receptor A"	179	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	0	1	1	0	1	0	0	0	184.5
"YES1"	"ENSG00000176105"	"YES proto-oncogene 1, Src family tyrosine kinase"	168	3	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	0	6	1	1	0	0	0	1	181
"P4HB"	"ENSG00000185624"	"prolyl 4-hydroxylase subunit beta"	163	6	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Endoplasmic reticulum"	0	2	1	0	0	2	0	0	174
"PLK4"	"ENSG00000142731"	"polo like kinase 4"	163	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	3	1	0	0	1	1	0	172.5
"TNFRSF18"	"ENSG00000186891"	"TNF receptor superfamily member 18"	161	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"[Isoform 1]: Cell membrane"	0	2	1	0	0	1	1	0	166.5
"IRAK4"	"ENSG00000198001"	"interleukin 1 receptor associated kinase 4"	160	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	1	1	0	0	1	0	0	166
"MAPK10"	"ENSG00000109339"	"mitogen-activated protein kinase 10"	141	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	5	1	0	2	3	0	0	158
"E2F4"	"ENSG00000205250"	"E2F transcription factor 4"	154	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	0	1	1	0	1	0	0	0	157.5
"GRB2"	"ENSG00000177885"	"growth factor receptor bound protein 2"	150	3	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	1	1	0	0	1	0	0	156
"PDPK1"	"ENSG00000140992"	"3-phosphoinositide dependent protein kinase 1"	147	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	2	1	0	0	1	1	0	154.5
"IL1RL2"	"ENSG00000115598"	"interleukin 1 receptor like 2"	147	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Membrane"	0	2	1	0	1	1	0	0	153.5
"RPS19"	"ENSG00000105372"	"ribosomal protein S19"	131	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	0	3	2	1	0	2	0	1	145
"MAPK11"	"ENSG00000185386"	"mitogen-activated protein kinase 11"	127	5	"TRUE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	2	2	1	1	0	0	1	138.5
"RPS26"	"ENSG00000197728"	"ribosomal protein S26"	123	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	137
"NR1H2"	"ENSG00000131408"	"nuclear receptor subfamily 1 group H member 2"	128	5	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	3	4	1	0	0	0	4	0	134
"CDC7"	"ENSG00000097046"	"cell division cycle 7"	119	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	4	4	0	0	2	1	0	133.5
"HLA-DRB5"	"ENSG00000198502"	"major histocompatibility complex, class II, DR beta 5"	126	3	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	0	1	2	0	0	1	0	0	133
"RPS20"	"ENSG00000008988"	"ribosomal protein S20"	117	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	131
"PSMA8"	"ENSG00000154611"	"proteasome 20S subunit alpha 8"	117	3	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	0	2	6	0	1	0	1	0	130
"PTAFR"	"ENSG00000169403"	"platelet activating factor receptor"	144	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cell membrane"	12	1	2	0	1	0	0	0	128.5
"PPP2CA"	"ENSG00000113575"	"protein phosphatase 2 catalytic subunit alpha"	118	3	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	1	5	0	0	1	0	0	126
"PSMA6"	"ENSG00000100902"	"proteasome 20S subunit alpha 6"	105	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	120
"IL11RA"	"ENSG00000137070"	"interleukin 11 receptor subunit alpha"	114	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"[Interleukin-11 receptor subunit alpha]: Membrane"	0	1	1	1	0	0	0	1	120
"IFNA17"	"ENSG00000234829"	"interferon alpha 17"	112	1	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	2	2	0	0	2	0	0	119
"VAMP2"	"ENSG00000220205"	"vesicle associated membrane protein 2"	112	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"Cytoplasmic vesicle"	0	1	1	1	0	0	0	1	117
"TEC"	"ENSG00000135605"	"tec protein tyrosine kinase"	108	3	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	1	0	1	0	0	0	114.5
"IL20"	"ENSG00000162891"	"interleukin 20"	109	2	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Secreted"	0	1	1	0	0	1	0	0	114
"PSMA4"	"ENSG00000041357"	"proteasome 20S subunit alpha 4"	96	4	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	7	0	1	0	1	0	111
"CSNK2A1"	"ENSG00000101266"	"casein kinase 2 alpha 1"	104	5	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Nucleus"	1	1	1	0	0	1	0	0	110
"MAPKAPK2"	"ENSG00000162889"	"MAPK activated protein kinase 2"	104	5	"FALSE"	"FALSE"	"TRUE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	1	1	1	0	0	0	1	0	109.5
"PSMB11"	"ENSG00000222028"	"proteasome subunit beta 11"	94	3	"FALSE"	"TRUE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	2	6	0	1	0	1	0	107
"RPL10"	"ENSG00000147403"	"ribosomal protein L10"	93	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytosol"	0	3	2	1	0	2	0	1	107
"RPL32"	"ENSG00000144713"	"ribosomal protein L32"	92	4	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Cytoplasm"	0	3	2	1	0	2	0	1	106
"PSMC3"	"ENSG00000165916"	"proteasome 26S subunit, ATPase 3"	94	3	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"Cytoplasm"	0	1	7	0	0	0	1	0	105.5
"E2F6"	"ENSG00000169016"	"E2F transcription factor 6"	101	0	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"FALSE"	"TRUE"	"FALSE"	"Nucleus"	0	1	1	0	1	0	0	0	104.5
